order_id,customer_name,product,price,quantity,date
265,m,a,500.0,3,2024-03-07
266,m,a,1500.0,1,2024-05-16
267,m,a,,1,2024-01-10
268,m,a,1500.0,5,2024-12-28
269,m,a,55000.0,3,2024-04-27
270,m,a,,1,2024-01-24
271,m,a,500.0,1,2024-06-20
272,m,a,55000.0,5,2024-01-17
273,m,a,500.0,4,2024-08-23
274,m,a,1500.0,2,2024-01-15
275,m,a,1500.0,1,2024-03-26
276,m,a,1500.0,5,2024-01-23
277,m,a,,4,2024-08-19
278,m,a,,2,2024-06-21
279,m,a,55000.0,4,2024-08-23
280,m,a,55000.0,1,2024-10-24
281,m,a,,4,2024-11-09
282,m,a,,1,2024-12-23
283,m,a,500.0,2,2024-05-22
284,m,a,500.0,5,2024-07-25
285,m,a,500.0,2,2024-12-14
286,m,a,,3,2024-07-05
287,m,a,500.0,2,2024-04-03
288,m,a,55000.0,2,2024-07-23
289,m,a,1500.0,1,2024-11-15
290,m,a,,3,2024-02-07
291,m,a,55000.0,5,2024-12-07
292,m,a,,4,2024-09-27
293,m,a,500.0,2,2024-10-03
294,m,a,,2,2024-08-17
295,m,a,500.0,4,2024-06-15
296,m,a,1500.0,4,2024-10-26
297,m,a,1500.0,1,2024-12-02
298,m,a,1500.0,4,2024-12-28
299,m,a,500.0,2,2024-03-25
300,m,a,1500.0,4,2024-02-06
301,m,a,55000.0,3,2024-01-20
302,m,a,500.0,4,2024-03-17
303,m,a,500.0,3,2024-05-04
304,m,a,500.0,5,2024-05-15
305,m,a,1500.0,4,2024-07-05
306,m,a,1500.0,5,2024-05-04
307,m,a,,4,2024-10-28
308,m,a,55000.0,2,2024-01-12
309,m,a,500.0,3,2024-06-04
310,m,a,55000.0,3,2024-07-10
311,m,a,500.0,2,2024-11-06
312,m,a,,5,2024-08-25
313,m,a,1500.0,3,2024-07-14
314,m,a,55000.0,1,2024-10-30
315,m,a,500.0,3,2024-07-03
316,m,a,1500.0,4,2024-10-03
317,m,a,55000.0,1,2024-07-25
318,m,a,,2,2024-09-03
319,m,a,500.0,3,2024-02-14
320,m,a,500.0,2,2024-07-29
321,m,a,500.0,5,2024-08-26
322,m,a,1500.0,3,2024-06-20
323,m,a,1500.0,5,2024-04-05
324,m,a,,5,2024-04-06
325,m,a,500.0,1,2024-06-06
326,m,a,,5,2024-05-11
327,m,a,500.0,3,2024-11-26
328,m,a,,4,2024-06-13
329,m,a,55000.0,1,2024-03-12
330,m,a,55000.0,5,2024-02-19
331,m,a,55000.0,5,2024-05-08
332,m,a,1500.0,4,2024-03-11
333,m,a,1500.0,1,2024-12-03
334,m,a,1500.0,2,2024-07-13
335,m,a,55000.0,3,2024-08-03
336,m,a,1500.0,1,2024-06-26
337,m,a,,3,2024-06-27
338,m,a,500.0,3,2024-03-28
339,m,a,55000.0,2,2024-05-20
340,m,a,,3,2024-01-01
341,m,a,1500.0,4,2024-06-10
342,m,a,55000.0,5,2024-09-26
343,m,a,1500.0,5,2024-08-10
344,m,a,1500.0,3,2024-03-20
345,m,a,55000.0,3,2024-01-18
346,m,a,55000.0,5,2024-12-30
347,m,a,500.0,3,2024-03-08
348,m,a,500.0,2,2024-04-25
349,m,a,,3,2024-02-07
350,m,a,,2,2024-04-23
351,m,a,,4,2024-02-29
352,m,a,500.0,1,2024-07-20
353,m,a,500.0,4,2024-04-28
354,m,a,55000.0,5,2024-12-22
355,m,a,500.0,2,2024-08-18
356,m,a,,1,2024-03-31
357,m,a,55000.0,2,2024-01-13
358,m,a,1500.0,4,2024-04-16
359,m,a,,3,2024-08-13
360,m,a,500.0,5,2024-05-29
361,m,a,,2,2024-03-24
362,m,a,55000.0,3,2024-10-09
363,m,a,55000.0,4,2024-05-24
364,m,a,55000.0,2,2024-10-29
365,m,a,500.0,5,2024-10-25
366,m,a,55000.0,1,2024-10-27
367,m,a,500.0,5,2024-05-09
368,m,a,55000.0,1,2024-07-16
369,m,a,500.0,2,2024-09-22
370,m,a,55000.0,4,2024-01-20
371,m,a,1500.0,2,2024-03-05
372,m,a,55000.0,4,2024-10-05
373,m,a,,1,2024-03-12
374,m,a,500.0,3,2024-05-27
375,m,a,55000.0,5,2024-05-28
376,m,a,,1,2024-09-03
377,m,a,,3,2024-06-12
378,m,a,55000.0,4,2024-06-17
379,m,a,500.0,4,2024-12-27
380,m,a,,5,2024-06-03
381,m,a,1500.0,2,2024-05-01
382,m,a,,4,2024-09-29
383,m,a,55000.0,2,2024-05-14
384,m,a,1500.0,1,2024-11-06
385,m,a,500.0,4,2024-02-20
386,m,a,500.0,5,2024-05-26
387,m,a,1500.0,3,2024-01-04
388,m,a,,1,2024-08-19
389,m,a,,2,2024-10-30
390,m,a,,2,2024-06-08
391,m,a,1500.0,5,2024-12-27
392,m,a,,1,2024-06-01
393,m,a,500.0,2,2024-06-01
394,m,a,500.0,4,2024-09-09
395,m,a,55000.0,3,2024-02-14
396,m,a,,2,2024-03-28
397,m,a,500.0,1,2024-03-19
398,m,a,1500.0,3,2024-09-07
399,m,a,,5,2024-03-28
400,m,a,,1,2024-09-26
401,m,a,55000.0,3,2024-05-31
402,m,a,1500.0,3,2024-08-07
403,m,a,,5,2024-07-03
404,m,a,500.0,3,2024-03-10
405,m,a,,4,2024-01-23
406,m,a,55000.0,4,2024-11-18
407,m,a,55000.0,4,2024-01-30
408,m,a,55000.0,5,2024-10-06
409,m,a,500.0,5,2024-11-25
410,m,a,1500.0,4,2024-02-25
411,m,a,,2,2024-03-17
412,m,a,,2,2024-01-13
413,m,a,1500.0,5,2024-11-22
414,m,a,500.0,3,2024-01-22
415,m,a,500.0,5,2024-11-03
416,m,a,,5,2024-04-22
417,m,a,,2,2024-06-06
418,m,a,1500.0,3,2024-11-25
419,m,a,,2,2024-10-03
420,m,a,55000.0,2,2024-10-01
421,m,a,500.0,2,2024-07-31
422,m,a,,5,2024-11-16
423,m,a,500.0,5,2024-05-08
424,m,a,1500.0,5,2024-08-13
425,m,a,1500.0,4,2024-06-01
426,m,a,1500.0,4,2024-11-19
427,m,a,500.0,1,2024-07-26
428,m,a,55000.0,3,2024-04-04
429,m,a,500.0,2,2024-02-21
430,m,a,,4,2024-06-04
431,m,a,1500.0,3,2024-07-03
432,m,a,500.0,2,2024-08-22
433,m,a,500.0,4,2024-07-10
434,m,a,500.0,2,2024-02-27
435,m,a,,3,2024-03-29
436,m,a,,3,2024-05-30
437,m,a,500.0,2,2024-05-13
438,m,a,55000.0,4,2024-05-13
439,m,a,,4,2024-10-22
440,m,a,55000.0,3,2024-11-02
441,m,a,55000.0,5,2024-01-01
442,m,a,55000.0,5,2024-11-22
443,m,a,,2,2024-12-30
444,m,a,55000.0,3,2024-05-23
445,m,a,500.0,2,2024-11-25
446,m,a,500.0,4,2024-11-12
447,m,a,1500.0,5,2024-02-15
448,m,a,1500.0,1,2024-12-13
449,m,a,1500.0,2,2024-08-27
450,m,a,500.0,1,2024-03-25
451,m,a,,2,2024-03-10
452,m,a,,5,2024-05-23
453,m,a,,4,2024-10-06
454,m,a,,4,2024-07-29
455,m,a,55000.0,4,2024-05-21
456,m,a,55000.0,1,2024-12-20
457,m,a,500.0,4,2024-08-18
458,m,a,1500.0,4,2024-10-13
459,m,a,,3,2024-08-20
460,m,a,55000.0,2,2024-04-24
461,m,a,500.0,3,2024-08-09
462,m,a,500.0,3,2024-09-26
463,m,a,1500.0,4,2024-05-02
464,m,a,55000.0,1,2024-07-09
465,m,a,,2,2024-10-24
466,m,a,55000.0,2,2024-11-27
467,m,a,1500.0,4,2024-03-02
468,m,a,1500.0,4,2024-11-10
469,m,a,500.0,1,2024-03-31
470,m,a,500.0,4,2024-03-13
471,m,a,,1,2024-01-18
472,m,a,55000.0,2,2024-04-17
473,m,a,500.0,2,2024-10-23
474,m,a,55000.0,5,2024-04-05
475,m,a,,2,2024-12-17
476,m,a,,2,2024-10-04
477,m,a,500.0,3,2024-12-21
478,m,a,55000.0,1,2024-05-29
479,m,a,500.0,1,2024-03-21
480,m,a,1500.0,2,2024-01-11
481,m,a,500.0,1,2024-01-15
482,m,a,500.0,5,2024-09-01
483,m,a,,2,2024-04-28
484,m,a,1500.0,1,2024-08-04
485,m,a,500.0,2,2024-05-11
486,m,a,1500.0,5,2024-03-16
487,m,a,1500.0,3,2024-08-12
488,m,a,1500.0,3,2024-02-04
489,m,a,1500.0,4,2024-02-13
490,m,a,500.0,4,2024-01-26
491,m,a,,1,2024-02-06
492,m,a,,2,2024-09-22
493,m,a,500.0,1,2024-11-28
494,m,a,,1,2024-05-04
495,m,a,55000.0,4,2024-06-08
496,m,a,500.0,4,2024-06-02
497,m,a,,4,2024-04-02
498,m,a,55000.0,5,2024-02-01
499,m,a,55000.0,4,2024-02-25
500,m,a,,4,2024-10-17
501,m,a,500.0,4,2024-07-07
502,m,a,55000.0,4,2024-10-05
503,m,a,1500.0,3,2024-11-23
504,m,a,,1,2024-01-17
505,m,a,55000.0,4,2024-07-01
506,m,a,500.0,5,2024-03-29
507,m,a,500.0,5,2024-03-10
508,m,a,55000.0,4,2024-07-29
509,m,a,,5,2024-01-25
510,m,a,1500.0,2,2024-01-30
511,m,a,500.0,2,2024-06-17
512,m,a,1500.0,2,2024-07-26
513,m,a,500.0,5,2024-12-16
514,m,a,500.0,5,2024-08-12
515,m,a,500.0,5,2024-04-14
516,m,a,500.0,2,2024-11-16
517,m,a,,2,2024-08-11
518,m,a,500.0,5,2024-10-10
519,m,a,55000.0,3,2024-11-13
520,m,a,,2,2024-05-17
521,m,a,55000.0,4,2024-08-12
522,m,a,1500.0,2,2024-04-20
523,m,a,1500.0,5,2024-10-20
524,m,a,500.0,4,2024-01-08
525,m,a,,3,2024-12-21
526,m,a,,4,2024-12-01
527,m,a,500.0,2,2024-01-03
528,m,a,500.0,4,2024-08-26
529,m,a,,5,2024-10-30
530,m,a,500.0,2,2024-02-22
531,m,a,,2,2024-03-16
532,m,a,,4,2024-12-31
533,m,a,,4,2024-07-25
534,m,a,,5,2024-01-24
535,m,a,1500.0,4,2024-12-13
536,m,a,55000.0,1,2024-07-09
537,m,a,55000.0,3,2024-12-20
538,m,a,,2,2024-02-12
539,m,a,500.0,5,2024-03-12
540,m,a,500.0,1,2024-11-11
541,m,a,,3,2024-11-11
542,m,a,,2,2024-07-11
543,m,a,,1,2024-03-26
544,m,a,1500.0,1,2024-09-24
545,m,a,55000.0,2,2024-10-15
546,m,a,55000.0,3,2024-11-03
547,m,a,55000.0,5,2024-05-11
548,m,a,500.0,1,2024-10-24
549,m,a,55000.0,1,2024-09-28
550,m,a,55000.0,5,2024-10-24
551,m,a,55000.0,2,2024-04-05
552,m,a,55000.0,3,2024-09-09
553,m,a,500.0,2,2024-03-25
554,m,a,1500.0,4,2024-06-18
555,m,a,55000.0,2,2024-11-24
556,m,a,55000.0,3,2024-06-11
557,m,a,1500.0,2,2024-10-30
558,m,a,,2,2024-01-18
559,m,a,,5,2024-08-05
560,m,a,1500.0,5,2024-12-18
561,m,a,1500.0,5,2024-06-11
562,m,a,55000.0,3,2024-12-20
563,m,a,500.0,3,2024-04-15
564,m,a,500.0,2,2024-09-18
565,m,a,,3,2024-03-08
566,m,a,,4,2024-02-08
567,m,a,,2,2024-02-23
568,m,a,1500.0,2,2024-11-09
569,m,a,1500.0,2,2024-12-09
570,m,a,55000.0,5,2024-11-06
571,m,a,500.0,4,2024-08-29
572,m,a,55000.0,1,2024-09-29
573,m,a,55000.0,3,2024-08-22
574,m,a,500.0,4,2024-04-18
575,m,a,1500.0,1,2024-01-09
576,m,a,55000.0,5,2024-10-04
577,m,a,,3,2024-04-20
578,m,a,,1,2024-09-22
579,m,a,1500.0,2,2024-09-10
580,m,a,,3,2024-07-19
581,m,a,500.0,2,2024-10-25
582,m,a,55000.0,5,2024-07-20
583,m,a,500.0,2,2024-06-25
584,m,a,,1,2024-01-06
585,m,a,,4,2024-10-08
586,m,a,500.0,1,2024-11-28
587,m,a,1500.0,2,2024-01-18
588,m,a,,5,2024-08-05
589,m,a,1500.0,2,2024-12-08
590,m,a,55000.0,4,2024-06-18
591,m,a,1500.0,4,2024-04-01
592,m,a,,2,2024-11-21
593,m,a,500.0,5,2024-03-29
594,m,a,1500.0,2,2024-06-06
595,m,a,1500.0,1,2024-11-18
596,m,a,,5,2024-02-07
597,m,a,,4,2024-01-16
598,m,a,500.0,5,2024-04-14
599,m,a,,3,2024-09-30
600,m,a,55000.0,3,2024-03-02
601,m,a,,4,2024-06-29
602,m,a,1500.0,3,2024-06-11
603,m,a,1500.0,2,2024-11-08
604,m,a,1500.0,4,2024-11-25
605,m,a,1500.0,3,2024-11-04
606,m,a,55000.0,5,2024-09-06
607,m,a,1500.0,4,2024-10-07
608,m,a,1500.0,1,2024-07-25
609,m,a,500.0,1,2024-03-22
610,m,a,1500.0,5,2024-03-21
611,m,a,1500.0,5,2024-03-07
612,m,a,55000.0,2,2024-01-19
613,m,a,500.0,2,2024-07-01
614,m,a,,2,2024-03-24
615,m,a,1500.0,2,2024-10-29
616,m,a,55000.0,5,2024-05-08
617,m,a,,4,2024-05-12
618,m,a,500.0,4,2024-12-27
619,m,a,55000.0,4,2024-11-22
620,m,a,,5,2024-01-18
621,m,a,1500.0,1,2024-03-27
622,m,a,,4,2024-06-10
623,m,a,55000.0,5,2024-05-28
624,m,a,1500.0,5,2024-01-02
625,m,a,500.0,2,2024-07-28
626,m,a,55000.0,2,2024-05-14
627,m,a,,3,2024-02-05
628,m,a,,5,2024-09-01
629,m,a,1500.0,5,2024-09-18
630,m,a,,5,2024-05-29
631,m,a,1500.0,2,2024-06-23
632,m,a,,4,2024-11-19
633,m,a,1500.0,4,2024-01-05
634,m,a,1500.0,5,2024-09-24
635,m,a,500.0,3,2024-10-18
636,m,a,500.0,4,2024-04-07
637,m,a,55000.0,5,2024-03-23
638,m,a,55000.0,1,2024-10-26
639,m,a,55000.0,4,2024-10-19
640,m,a,,2,2024-08-17
641,m,a,55000.0,4,2024-03-01
642,m,a,1500.0,4,2024-12-01
643,m,a,,1,2024-06-23
644,m,a,500.0,3,2024-10-18
645,m,a,55000.0,3,2024-04-29
646,m,a,55000.0,2,2024-07-15
647,m,a,,2,2024-01-08
648,m,a,,5,2024-06-08
649,m,a,1500.0,1,2024-04-22
650,m,a,500.0,2,2024-12-10
651,m,a,55000.0,5,2024-01-25
652,m,a,1500.0,1,2024-03-04
653,m,a,500.0,2,2024-10-17
654,m,a,500.0,1,2024-05-24
655,m,a,,1,2024-09-03
656,m,a,,2,2024-02-11
657,m,a,1500.0,2,2024-04-13
658,m,a,500.0,5,2024-12-29
659,m,a,1500.0,2,2024-11-26
660,m,a,1500.0,5,2024-06-21
661,m,a,1500.0,4,2024-12-23
662,m,a,55000.0,3,2024-04-14
663,m,a,55000.0,3,2024-02-21
664,m,a,,2,2024-08-06
665,m,a,,4,2024-03-21
666,m,a,1500.0,3,2024-02-20
667,m,a,1500.0,4,2024-09-15
668,m,a,1500.0,1,2024-05-01
669,m,a,1500.0,1,2024-01-11
670,m,a,55000.0,5,2024-05-16
671,m,a,,1,2024-11-08
672,m,a,,4,2024-04-15
673,m,a,55000.0,4,2024-03-11
674,m,a,,5,2024-02-15
675,m,a,1500.0,4,2024-06-30
676,m,a,1500.0,4,2024-06-15
677,m,a,1500.0,2,2024-08-14
678,m,a,55000.0,1,2024-01-08
679,m,a,500.0,3,2024-08-10
680,m,a,55000.0,3,2024-07-22
681,m,a,1500.0,1,2024-12-29
682,m,a,,2,2024-12-14
683,m,a,1500.0,4,2024-10-09
684,m,a,500.0,5,2024-09-19
685,m,a,,2,2024-10-31
686,m,a,55000.0,2,2024-11-18
687,m,a,500.0,4,2024-06-25
688,m,a,55000.0,2,2024-01-23
689,m,a,1500.0,3,2024-12-07
690,m,a,1500.0,3,2024-07-15
691,m,a,55000.0,5,2024-02-20
692,m,a,,2,2024-07-31
693,m,a,500.0,2,2024-08-07
694,m,a,55000.0,2,2024-09-16
695,m,a,,4,2024-02-15
696,m,a,500.0,5,2024-09-13
697,m,a,1500.0,2,2024-06-24
698,m,a,500.0,2,2024-03-07
699,m,a,,1,2024-05-03
700,m,a,1500.0,2,2024-12-12
701,m,a,1500.0,5,2024-08-31
702,m,a,500.0,2,2024-10-17
703,m,a,1500.0,5,2024-07-06
704,m,a,1500.0,4,2024-08-28
705,m,a,1500.0,3,2024-06-13
706,m,a,55000.0,1,2024-01-31
707,m,a,,3,2024-03-28
708,m,a,500.0,2,2024-02-12
709,m,a,1500.0,2,2024-08-26
710,m,a,500.0,2,2024-12-06
711,m,a,500.0,3,2024-08-23
712,m,a,55000.0,1,2024-05-02
713,m,a,1500.0,5,2024-07-02
714,m,a,55000.0,4,2024-09-14
715,m,a,500.0,2,2024-09-16
716,m,a,,5,2024-10-04
717,m,a,,3,2024-09-16
718,m,a,55000.0,1,2024-06-03
719,m,a,55000.0,2,2024-04-19
720,m,a,500.0,3,2024-01-31
721,m,a,1500.0,1,2024-01-09
722,m,a,500.0,1,2024-11-28
723,m,a,1500.0,4,2024-12-26
724,m,a,500.0,3,2024-05-16
725,m,a,,1,2024-10-13
726,m,a,55000.0,1,2024-10-10
727,m,a,1500.0,5,2024-09-12
728,m,a,1500.0,3,2024-07-27
729,m,a,,2,2024-06-03
730,m,a,,1,2024-03-03
731,m,a,500.0,5,2024-12-09
732,m,a,1500.0,5,2024-11-13
733,m,a,500.0,4,2024-05-30
734,m,a,,2,2024-11-29
735,m,a,500.0,5,2024-01-01
736,m,a,1500.0,4,2024-08-30
737,m,a,55000.0,2,2024-09-19
738,m,a,500.0,4,2024-02-03
739,m,a,500.0,3,2024-10-02
740,m,a,,2,2024-05-16
741,m,a,,3,2024-02-10
742,m,a,500.0,4,2024-09-18
743,m,a,1500.0,3,2024-08-12
744,m,a,,5,2024-11-01
745,m,a,500.0,1,2024-11-12
746,m,a,55000.0,3,2024-12-31
